Tries,outcome
7888,One pair
7889,One pair
7890,High card
7891,One pair
7892,Two pair
7893,Three of a kind
7894,One pair
7895,Flush
7896,One pair
7897,High card
7898,High card
7899,Flush
7900,Two pair
7901,One pair
7902,Straight
7903,Two pair
7904,Two pair
7905,High card
7906,Flush
7907,One pair
7908,One pair
7909,High card
7910,Two pair
7911,Two pair
7912,One pair
7913,Full house
7914,High card
7915,Two pair
7916,One pair
7917,Full house
7918,One pair
7919,One pair
7920,High card
7921,High card
7922,Two pair
7923,Straight
7924,Three of a kind
7925,One pair
7926,One pair
7927,High card
7928,Straight
7929,One pair
7930,One pair
7931,Two pair
7932,High card
7933,High card
7934,One pair
7935,One pair
7936,One pair
7937,One pair
7938,Four of a kind
7939,Two pair
7940,High card
7941,One pair
7942,High card
7943,High card
7944,One pair
7945,Two pair
7946,Two pair
7947,One pair
7948,One pair
7949,One pair
7950,One pair
7951,Two pair
7952,One pair
7953,One pair
7954,One pair
7955,One pair
7956,One pair
7957,One pair
7958,High card
7959,Two pair
7960,High card
7961,Flush
7962,One pair
7963,Full house
7964,Two pair
7965,One pair
7966,One pair
7967,Two pair
7968,Two pair
7969,Two pair
7970,One pair
7971,One pair
7972,One pair
7973,One pair
7974,High card
7975,One pair
7976,One pair
7977,One pair
7978,High card
7979,Flush
7980,High card
7981,High card
7982,One pair
7983,Two pair
7984,One pair
7985,One pair
7986,Two pair
7987,High card
7988,Two pair
7989,Two pair
7990,One pair
7991,One pair
7992,Two pair
7993,One pair
7994,One pair
7995,Three of a kind
7996,One pair
7997,High card
7998,One pair
7999,One pair
8000,One pair
8001,One pair
8002,Two pair
8003,Two pair
8004,Two pair
8005,Full house
8006,Two pair
8007,Flush
8008,High card
8009,Two pair
8010,Two pair
8011,High card
8012,One pair
8013,Straight
8014,Full house
8015,One pair
8016,One pair
8017,Two pair
8018,One pair
8019,Straight flush
8020,One pair
8021,Two pair
8022,One pair
8023,High card
8024,Straight
8025,One pair
8026,Flush
8027,Three of a kind
8028,Two pair
8029,One pair
8030,One pair
8031,Full house
8032,One pair
8033,Two pair
8034,Two pair
8035,Full house
8036,Flush
8037,One pair
8038,Two pair
8039,High card
8040,One pair
8041,One pair
8042,One pair
8043,Two pair
8044,One pair
8045,Two pair
8046,Two pair
8047,One pair
8048,One pair
8049,One pair
8050,Two pair
8051,One pair
8052,High card
8053,One pair
8054,One pair
8055,Two pair
8056,Two pair
8057,Three of a kind
8058,One pair
8059,One pair
8060,One pair
8061,One pair
8062,Two pair
8063,Two pair
8064,One pair
8065,One pair
8066,High card
8067,Two pair
8068,Two pair
8069,One pair
8070,Two pair
8071,One pair
8072,One pair
8073,Two pair
8074,One pair
8075,Two pair
8076,Straight
8077,Two pair
8078,One pair
8079,One pair
8080,One pair
8081,One pair
8082,One pair
8083,One pair
8084,High card
8085,Full house
8086,One pair
8087,Two pair
8088,Two pair
8089,One pair
8090,One pair
8091,One pair
8092,High card
8093,One pair
8094,Two pair
8095,One pair
8096,High card
8097,Two pair
8098,One pair
8099,Two pair
8100,Two pair
8101,Two pair
8102,One pair
8103,One pair
8104,One pair
8105,One pair
8106,One pair
8107,Two pair
8108,Two pair
8109,One pair
8110,Straight
8111,High card
8112,One pair
8113,One pair
8114,Two pair
8115,High card
8116,One pair
8117,Two pair
8118,High card
8119,One pair
8120,One pair
8121,High card
8122,Two pair
8123,Three of a kind
8124,Two pair
8125,One pair
8126,Two pair
8127,Two pair
8128,Full house
8129,Three of a kind
8130,One pair
8131,Two pair
8132,One pair
8133,One pair
8134,Two pair
8135,One pair
8136,One pair
8137,One pair
8138,Two pair
8139,One pair
8140,One pair
8141,High card
8142,Two pair
8143,One pair
8144,Straight
8145,Two pair
8146,Full house
8147,One pair
8148,One pair
8149,High card
8150,High card
8151,Two pair
8152,Two pair
8153,High card
8154,High card
8155,Two pair
8156,Straight
8157,Full house
8158,High card
8159,One pair
8160,One pair
8161,One pair
8162,Two pair
8163,Three of a kind
8164,One pair
8165,One pair
8166,Three of a kind
8167,High card
8168,Two pair
8169,Two pair
8170,High card
8171,One pair
8172,Two pair
8173,High card
8174,High card
8175,Two pair
8176,One pair
8177,Flush
8178,One pair
8179,One pair
8180,One pair
8181,Full house
8182,One pair
8183,Straight
8184,Two pair
8185,One pair
8186,Three of a kind
8187,One pair
8188,Three of a kind
8189,High card
8190,Three of a kind
8191,High card
8192,Two pair
8193,High card
8194,Two pair
8195,Two pair
8196,Three of a kind
8197,Flush
8198,Straight
8199,Straight
8200,Full house
8201,Straight
8202,Flush
8203,One pair
8204,One pair
8205,One pair
8206,Straight
8207,One pair
8208,One pair
8209,One pair
8210,One pair
8211,One pair
8212,One pair
8213,High card
8214,Two pair
8215,Full house
8216,One pair
8217,One pair
8218,One pair
8219,One pair
8220,Two pair
8221,One pair
8222,Two pair
8223,One pair
8224,High card
8225,High card
8226,High card
8227,One pair
8228,One pair
8229,Three of a kind
8230,One pair
8231,High card
8232,High card
8233,One pair
8234,One pair
8235,Full house
8236,High card
8237,High card
8238,Flush
8239,One pair
8240,Two pair
8241,Two pair
8242,One pair
8243,High card
8244,Three of a kind
8245,One pair
8246,Two pair
8247,High card
8248,Flush
8249,Two pair
8250,One pair
8251,Three of a kind
8252,Two pair
8253,Full house
8254,One pair
8255,One pair
8256,Two pair
8257,Two pair
8258,One pair
8259,High card
8260,Full house
8261,High card
8262,High card
8263,Two pair
8264,One pair
8265,Flush
8266,One pair
8267,Two pair
8268,One pair
8269,One pair
8270,Flush
8271,Straight
8272,High card
8273,One pair
8274,Two pair
8275,One pair
8276,Two pair
8277,One pair
8278,Two pair
8279,One pair
8280,One pair
8281,Two pair
8282,High card
8283,One pair
8284,Flush
8285,One pair
8286,Three of a kind
8287,One pair
8288,High card
8289,Two pair
8290,Flush
8291,One pair
8292,One pair
8293,One pair
8294,Two pair
8295,One pair
8296,One pair
8297,One pair
8298,One pair
8299,Two pair
8300,High card
8301,Two pair
8302,Two pair
8303,One pair
8304,One pair
8305,One pair
8306,Two pair
8307,High card
8308,One pair
8309,High card
8310,Two pair
8311,One pair
8312,One pair
8313,Two pair
8314,Two pair
8315,One pair
8316,Flush
8317,High card
8318,High card
8319,Two pair
8320,Two pair
8321,One pair
8322,Straight
8323,One pair
8324,High card
8325,Two pair
8326,High card
8327,High card
8328,Two pair
8329,Three of a kind
8330,One pair
8331,One pair
8332,One pair
8333,Two pair
8334,Flush
8335,Two pair
8336,One pair
8337,Flush
8338,High card
8339,High card
8340,One pair
8341,One pair
8342,Flush
8343,Flush
8344,Two pair
8345,Two pair
8346,Straight
8347,One pair
8348,Straight
8349,Two pair
8350,One pair
8351,Two pair
8352,Full house
8353,One pair
8354,One pair
8355,One pair
8356,Three of a kind
8357,One pair
8358,One pair
8359,Three of a kind
8360,Flush
8361,Two pair
8362,High card
8363,One pair
8364,Straight
8365,High card
8366,One pair
8367,One pair
8368,One pair
8369,Two pair
8370,Full house
8371,One pair
8372,High card
8373,Two pair
8374,Two pair
8375,Straight
8376,High card
8377,High card
8378,Two pair
8379,One pair
8380,High card
8381,Full house
8382,One pair
8383,High card
8384,One pair
8385,One pair
8386,High card
8387,Two pair
8388,Three of a kind
8389,Two pair
8390,Three of a kind
8391,Straight
8392,Two pair
8393,One pair
8394,High card
8395,Full house
8396,One pair
8397,Two pair
8398,High card
8399,High card
8400,Two pair
8401,Full house
8402,High card
8403,Three of a kind
8404,Two pair
8405,One pair
8406,Two pair
8407,High card
8408,One pair
8409,One pair
8410,Two pair
8411,Flush
8412,One pair
8413,High card
8414,Straight
8415,One pair
8416,Two pair
8417,One pair
8418,One pair
8419,Two pair
8420,High card
8421,High card
8422,Two pair
8423,Two pair
8424,Two pair
8425,Two pair
8426,One pair
8427,One pair
8428,High card
8429,One pair
8430,One pair
8431,One pair
8432,One pair
8433,One pair
8434,One pair
8435,Two pair
8436,One pair
8437,High card
8438,One pair
8439,High card
8440,One pair
8441,High card
8442,High card
8443,One pair
8444,Full house
8445,One pair
8446,Two pair
8447,Two pair
8448,One pair
8449,High card
8450,High card
8451,One pair
8452,One pair
8453,One pair
8454,One pair
8455,High card
8456,High card
8457,High card
8458,High card
8459,One pair
8460,One pair
8461,Two pair
8462,One pair
8463,One pair
8464,High card
8465,One pair
8466,Two pair
8467,Two pair
8468,Two pair
8469,One pair
8470,One pair
8471,One pair
8472,Flush
8473,One pair
8474,One pair
8475,One pair
8476,One pair
8477,One pair
8478,One pair
8479,Two pair
8480,Two pair
8481,High card
8482,Two pair
8483,Two pair
8484,Full house
8485,Two pair
8486,One pair
8487,Two pair
8488,One pair
8489,Three of a kind
8490,High card
8491,Two pair
8492,One pair
8493,Full house
8494,Straight
8495,Three of a kind
8496,One pair
8497,Two pair
8498,High card
8499,Three of a kind
8500,Three of a kind
8501,One pair
8502,Two pair
8503,Two pair
8504,One pair
8505,Two pair
8506,One pair
8507,High card
8508,One pair
8509,Two pair
8510,Three of a kind
8511,One pair
8512,Two pair
8513,One pair
8514,One pair
8515,Three of a kind
8516,One pair
8517,Two pair
8518,High card
8519,High card
8520,One pair
8521,Two pair
8522,Two pair
8523,One pair
8524,One pair
8525,One pair
8526,High card
8527,One pair
8528,One pair
8529,Two pair
8530,Two pair
8531,One pair
8532,Straight
8533,Two pair
8534,Two pair
8535,Straight
8536,Three of a kind
8537,One pair
8538,One pair
8539,Two pair
8540,High card
8541,One pair
8542,One pair
8543,Two pair
8544,One pair
8545,One pair
8546,High card
8547,High card
8548,Two pair
8549,Two pair
8550,Three of a kind
8551,One pair
8552,One pair
8553,Full house
8554,Full house
8555,One pair
8556,One pair
8557,Two pair
8558,One pair
8559,High card
8560,Full house
8561,Two pair
8562,One pair
8563,Two pair
8564,Two pair
8565,One pair
8566,Full house
8567,High card
8568,Two pair
8569,Two pair
8570,Two pair
8571,One pair
8572,One pair
8573,One pair
8574,One pair
8575,One pair
8576,Two pair
8577,One pair
8578,Three of a kind
8579,High card
8580,Two pair
8581,Three of a kind
8582,One pair
8583,High card
8584,One pair
8585,One pair
8586,Two pair
8587,One pair
8588,One pair
8589,Full house
8590,One pair
8591,High card
8592,Two pair
8593,Two pair
8594,Straight
8595,High card
8596,One pair
8597,One pair
8598,One pair
8599,One pair
8600,Two pair
8601,Two pair
8602,One pair
8603,High card
8604,One pair
8605,High card
8606,Three of a kind
8607,Two pair
8608,One pair
8609,Two pair
8610,One pair
8611,One pair
8612,One pair
8613,One pair
8614,One pair
8615,Two pair
8616,Two pair
8617,One pair
8618,Flush
8619,One pair
8620,One pair
8621,High card
8622,Two pair
8623,Two pair
8624,One pair
8625,One pair
8626,One pair
8627,Three of a kind
8628,Two pair
8629,One pair
8630,Two pair
8631,One pair
8632,High card
8633,One pair
8634,Two pair
8635,One pair
8636,One pair
8637,One pair
8638,One pair
8639,Three of a kind
8640,Three of a kind
8641,One pair
8642,One pair
8643,High card
8644,Two pair
8645,Two pair
8646,One pair
8647,High card
8648,High card
8649,Two pair
8650,Two pair
8651,Three of a kind
8652,One pair
8653,Two pair
8654,Three of a kind
8655,One pair
8656,High card
8657,One pair
8658,Three of a kind
8659,One pair
8660,Flush
8661,High card
8662,One pair
8663,One pair
8664,High card
8665,Full house
8666,Two pair
8667,High card
8668,One pair
8669,One pair
8670,One pair
8671,One pair
8672,One pair
8673,Full house
8674,Three of a kind
8675,Two pair
8676,Two pair
8677,Two pair
8678,One pair
8679,One pair
8680,High card
8681,One pair
8682,High card
8683,Three of a kind
8684,Three of a kind
8685,One pair
8686,One pair
8687,Two pair
8688,High card
8689,High card
8690,High card
8691,One pair
8692,Two pair
8693,High card
8694,One pair
8695,One pair
8696,One pair
8697,High card
8698,High card
8699,High card
8700,Three of a kind
8701,One pair
8702,One pair
8703,Two pair
8704,High card
8705,High card
8706,Two pair
8707,Two pair
8708,One pair
8709,One pair
8710,Two pair
8711,Flush
8712,One pair
8713,One pair
8714,One pair
8715,One pair
8716,Two pair
8717,Three of a kind
8718,Two pair
8719,Flush
8720,One pair
8721,One pair
8722,High card
8723,High card
8724,One pair
8725,One pair
8726,One pair
8727,High card
8728,High card
8729,High card
8730,Full house
8731,One pair
8732,One pair
8733,Two pair
8734,Two pair
8735,Flush
8736,Three of a kind
8737,Straight
8738,High card
8739,Three of a kind
8740,Two pair
8741,One pair
8742,One pair
8743,Full house
8744,Two pair
8745,One pair
8746,One pair
8747,Two pair
8748,High card
8749,High card
8750,One pair
8751,Two pair
8752,One pair
8753,One pair
8754,One pair
8755,High card
8756,One pair
8757,One pair
8758,High card
8759,High card
8760,Straight
8761,High card
8762,Flush
8763,High card
8764,One pair
8765,High card
8766,One pair
8767,One pair
8768,One pair
8769,High card
8770,One pair
8771,Flush
8772,One pair
8773,One pair
8774,Two pair
8775,Two pair
8776,One pair
8777,Flush
8778,One pair
8779,Two pair
8780,Three of a kind
8781,Two pair
8782,One pair
8783,High card
8784,Two pair
8785,One pair
8786,One pair
8787,Two pair
8788,One pair
8789,Flush
8790,One pair
8791,One pair
8792,Two pair
8793,One pair
8794,Two pair
8795,Flush
8796,One pair
8797,Two pair
8798,High card
8799,Two pair
8800,High card
8801,One pair
8802,One pair
8803,One pair
8804,Two pair
8805,Two pair
8806,Two pair
8807,Two pair
8808,One pair
8809,Full house
8810,One pair
8811,High card
8812,High card
8813,Two pair
8814,High card
8815,One pair
8816,One pair
8817,One pair
8818,One pair
8819,One pair
8820,One pair
8821,One pair
8822,One pair
8823,One pair
8824,One pair
8825,Two pair
8826,One pair
8827,Two pair
8828,Three of a kind
8829,One pair
8830,One pair
8831,Straight
8832,One pair
8833,Two pair
8834,Three of a kind
8835,Two pair
8836,Two pair
8837,One pair
8838,One pair
8839,One pair
8840,Three of a kind
8841,One pair
8842,One pair
8843,One pair
8844,Two pair
8845,Two pair
8846,High card
8847,One pair
8848,One pair
8849,One pair
8850,Two pair
8851,Straight
8852,One pair
8853,One pair
8854,High card
8855,Two pair
8856,Three of a kind
8857,Two pair
8858,One pair
8859,High card
8860,One pair
8861,One pair
8862,Two pair
8863,High card
8864,One pair
8865,Two pair
8866,One pair
8867,High card
8868,High card
8869,High card
8870,One pair
8871,Two pair
8872,High card
8873,Two pair
8874,Two pair
8875,Two pair
8876,One pair
8877,One pair
8878,Straight
8879,One pair
8880,High card
8881,High card
8882,One pair
8883,One pair
8884,One pair
8885,Full house
8886,Two pair
8887,Two pair
8888,Two pair
8889,Full house
8890,One pair
8891,Two pair
8892,High card
8893,One pair
8894,Full house
8895,Three of a kind
8896,One pair
8897,One pair
8898,Two pair
8899,One pair
8900,One pair
8901,One pair
8902,Two pair
8903,High card
8904,Two pair
8905,One pair
8906,Two pair
8907,One pair
8908,Three of a kind
8909,Two pair
8910,Full house
8911,High card
8912,Two pair
8913,Two pair
8914,Flush
8915,One pair
8916,Straight
8917,Two pair
8918,Three of a kind
8919,High card
8920,Full house
8921,High card
8922,Two pair
8923,Two pair
8924,Two pair
8925,Full house
8926,One pair
8927,One pair
8928,One pair
8929,Two pair
8930,High card
8931,Three of a kind
8932,One pair
8933,High card
8934,One pair
8935,One pair
8936,One pair
8937,High card
8938,One pair
8939,One pair
8940,One pair
8941,Straight
8942,One pair
8943,High card
8944,One pair
8945,Flush
8946,High card
8947,Two pair
8948,One pair
8949,One pair
8950,High card
8951,High card
8952,Two pair
8953,One pair
8954,Full house
8955,One pair
8956,One pair
8957,High card
8958,One pair
8959,Three of a kind
8960,One pair
8961,Straight
8962,One pair
8963,One pair
8964,Full house
8965,Two pair
8966,One pair
8967,High card
8968,One pair
8969,Flush
8970,Straight
8971,One pair
8972,One pair
8973,High card
8974,One pair
8975,Full house
8976,Two pair
8977,One pair
8978,One pair
8979,High card
8980,One pair
8981,Two pair
8982,Two pair
8983,One pair
8984,One pair
8985,Flush
8986,One pair
8987,Three of a kind
8988,Three of a kind
8989,One pair
8990,Two pair
8991,High card
8992,One pair
8993,One pair
8994,One pair
8995,One pair
8996,One pair
8997,Straight
8998,High card
8999,Two pair
9000,One pair
9001,High card
9002,One pair
9003,One pair
9004,Three of a kind
9005,One pair
9006,Flush
9007,One pair
9008,One pair
9009,One pair
9010,One pair
9011,Two pair
9012,Full house
9013,One pair
9014,High card
9015,One pair
9016,Two pair
9017,One pair
9018,Two pair
9019,Straight
9020,One pair
9021,One pair
9022,One pair
9023,Flush
9024,One pair
9025,Two pair
9026,Full house
9027,Two pair
9028,Three of a kind
9029,Three of a kind
9030,One pair
9031,One pair
9032,Straight
9033,Two pair
9034,Two pair
9035,One pair
9036,Two pair
9037,One pair
9038,One pair
9039,One pair
9040,Full house
9041,One pair
9042,One pair
9043,One pair
9044,Straight
9045,Two pair
9046,High card
9047,One pair
9048,One pair
9049,Three of a kind
9050,One pair
9051,One pair
9052,One pair
9053,Two pair
9054,Two pair
9055,Flush
9056,One pair
9057,High card
9058,One pair
9059,One pair
9060,One pair
9061,High card
9062,One pair
9063,Two pair
9064,One pair
9065,Two pair
9066,One pair
9067,Two pair
9068,High card
9069,Flush
9070,Two pair
9071,One pair
9072,High card
9073,High card
9074,Two pair
9075,High card
9076,High card
9077,One pair
9078,One pair
9079,Two pair
9080,Two pair
9081,One pair
9082,One pair
9083,Two pair
9084,High card
9085,Two pair
9086,One pair
9087,Two pair
9088,Full house
9089,One pair
9090,Straight
9091,High card
9092,One pair
9093,Two pair
9094,One pair
9095,One pair
9096,High card
9097,Two pair
9098,One pair
9099,One pair
9100,One pair
9101,One pair
9102,Full house
9103,Two pair
9104,One pair
9105,Three of a kind
9106,High card
9107,One pair
9108,Straight
9109,Two pair
9110,Full house
9111,High card
9112,One pair
9113,Full house
9114,Two pair
9115,Two pair
9116,High card
9117,One pair
9118,Flush
9119,Full house
9120,Two pair
9121,Straight
9122,Two pair
9123,Two pair
9124,Two pair
9125,Two pair
9126,Two pair
9127,High card
9128,High card
9129,One pair
9130,High card
9131,High card
9132,Flush
9133,Two pair
9134,Three of a kind
9135,Two pair
9136,Two pair
9137,Two pair
9138,High card
9139,One pair
9140,One pair
9141,Two pair
9142,One pair
9143,High card
9144,One pair
9145,Flush
9146,High card
9147,One pair
9148,High card
9149,Two pair
9150,One pair
9151,Straight
9152,Two pair
9153,Flush
9154,One pair
9155,One pair
9156,Straight
9157,Two pair
9158,One pair
9159,High card
9160,High card
9161,One pair
9162,Flush
9163,One pair
9164,One pair
9165,High card
9166,High card
9167,One pair
9168,Straight
9169,One pair
9170,Straight
9171,Straight
9172,One pair
9173,Two pair
9174,High card
9175,Three of a kind
9176,High card
9177,Two pair
9178,One pair
9179,Two pair
9180,High card
9181,Two pair
9182,One pair
9183,Two pair
9184,Two pair
9185,Two pair
9186,One pair
9187,One pair
9188,One pair
9189,Full house
9190,High card
9191,One pair
9192,High card
9193,One pair
9194,One pair
9195,One pair
9196,One pair
9197,One pair
9198,Three of a kind
9199,One pair
9200,One pair
9201,Two pair
9202,One pair
9203,High card
9204,One pair
9205,One pair
9206,Straight
9207,One pair
9208,One pair
9209,One pair
9210,Straight
9211,Flush
9212,One pair
9213,One pair
9214,High card
9215,One pair
9216,One pair
9217,One pair
9218,One pair
9219,Three of a kind
9220,One pair
9221,Two pair
9222,Three of a kind
9223,Full house
9224,One pair
9225,One pair
9226,High card
9227,Two pair
9228,Three of a kind
9229,One pair
9230,Three of a kind
9231,High card
9232,Two pair
9233,One pair
9234,Two pair
9235,Three of a kind
9236,Two pair
9237,One pair
9238,One pair
9239,Two pair
9240,Two pair
9241,One pair
9242,Three of a kind
9243,Two pair
9244,Two pair
9245,One pair
9246,Flush
9247,One pair
9248,Two pair
9249,Flush
9250,One pair
9251,One pair
9252,One pair
9253,Two pair
9254,One pair
9255,Two pair
9256,Three of a kind
9257,Two pair
9258,Four of a kind
9259,Two pair
9260,One pair
9261,Two pair
9262,One pair
9263,Two pair
9264,One pair
9265,Two pair
9266,Straight
9267,Two pair
9268,One pair
9269,Straight
9270,High card
9271,Two pair
9272,One pair
9273,Two pair
9274,One pair
9275,One pair
9276,High card
9277,Two pair
9278,High card
9279,Two pair
9280,One pair
9281,Two pair
9282,One pair
9283,Four of a kind
9284,One pair
9285,High card
9286,One pair
9287,One pair
9288,One pair
9289,One pair
9290,Two pair
9291,High card
9292,Two pair
9293,High card
9294,Straight flush
9295,One pair
9296,High card
9297,High card
9298,One pair
9299,High card
9300,High card
9301,One pair
9302,Full house
9303,Straight
9304,Three of a kind
9305,One pair
9306,High card
9307,One pair
9308,One pair
9309,One pair
9310,One pair
9311,High card
9312,One pair
9313,One pair
9314,One pair
9315,Two pair
9316,High card
9317,Full house
9318,Two pair
9319,One pair
9320,One pair
9321,One pair
9322,One pair
9323,High card
9324,High card
9325,One pair
9326,One pair
9327,High card
9328,Two pair
9329,One pair
9330,Three of a kind
9331,Two pair
9332,Two pair
9333,High card
9334,Three of a kind
9335,One pair
9336,One pair
9337,Three of a kind
9338,One pair
9339,Straight
9340,One pair
9341,High card
9342,One pair
9343,One pair
9344,High card
9345,High card
9346,Two pair
9347,One pair
9348,Two pair
9349,Straight
9350,One pair
9351,Two pair
9352,Straight
9353,One pair
9354,Straight
9355,High card
9356,One pair
9357,One pair
9358,Two pair
9359,Two pair
9360,One pair
9361,Full house
9362,High card
9363,One pair
9364,Two pair
9365,High card
9366,Two pair
9367,Two pair
9368,High card
9369,Two pair
9370,One pair
9371,Straight
9372,One pair
9373,Flush
9374,Straight
9375,One pair
9376,Straight
9377,Two pair
9378,Three of a kind
9379,High card
9380,High card
9381,One pair
9382,One pair
9383,One pair
9384,Three of a kind
9385,Straight
9386,Two pair
9387,Two pair
9388,One pair
9389,Two pair
9390,One pair
9391,One pair
9392,One pair
9393,Flush
9394,Two pair
9395,High card
9396,One pair
9397,Two pair
9398,One pair
9399,One pair
9400,One pair
9401,Straight
9402,One pair
9403,High card
9404,One pair
9405,One pair
9406,High card
9407,Two pair
9408,One pair
9409,One pair
9410,Two pair
9411,Flush
9412,Flush
9413,One pair
9414,Full house
9415,High card
9416,Two pair
9417,Two pair
9418,Two pair
9419,Two pair
9420,One pair
9421,One pair
9422,Flush
9423,One pair
9424,High card
9425,One pair
9426,High card
9427,Two pair
9428,One pair
9429,Two pair
9430,One pair
9431,High card
9432,One pair
9433,One pair
9434,Two pair
9435,High card
9436,One pair
9437,One pair
9438,One pair
9439,One pair
9440,One pair
9441,One pair
9442,One pair
9443,Two pair
9444,Two pair
9445,One pair
9446,One pair
9447,High card
9448,One pair
9449,High card
9450,One pair
9451,Two pair
9452,High card
9453,One pair
9454,One pair
9455,High card
9456,High card
9457,One pair
9458,Three of a kind
9459,One pair
9460,Two pair
9461,High card
9462,High card
9463,Full house
9464,Two pair
9465,Two pair
9466,One pair
9467,Straight
9468,One pair
9469,One pair
9470,High card
9471,Two pair
9472,Two pair
9473,High card
9474,One pair
9475,High card
9476,Two pair
9477,One pair
9478,Two pair
9479,One pair
9480,Straight
9481,One pair
9482,Flush
9483,Two pair
9484,Two pair
9485,One pair
9486,Two pair
9487,One pair
9488,One pair
9489,Two pair
9490,Two pair
9491,One pair
9492,One pair
9493,High card
9494,One pair
9495,One pair
9496,One pair
9497,Straight
9498,One pair
9499,One pair
9500,One pair
9501,Straight
9502,Two pair
9503,One pair
9504,Two pair
9505,Straight
9506,High card
9507,Three of a kind
9508,High card
9509,Two pair
9510,One pair
9511,One pair
9512,High card
9513,One pair
9514,One pair
9515,One pair
9516,One pair
9517,One pair
9518,Three of a kind
9519,Straight flush
9520,One pair
9521,Two pair
9522,Two pair
9523,One pair
9524,Two pair
9525,Two pair
9526,High card
9527,High card
9528,One pair
9529,One pair
9530,High card
9531,One pair
9532,Two pair
9533,Two pair
9534,One pair
9535,High card
9536,Two pair
9537,One pair
9538,High card
9539,Full house
9540,Two pair
9541,One pair
9542,High card
9543,One pair
9544,High card
9545,Two pair
9546,One pair
9547,High card
9548,Two pair
9549,Two pair
9550,Three of a kind
9551,Two pair
9552,Two pair
9553,One pair
9554,Flush
9555,One pair
9556,Straight
9557,One pair
9558,Two pair
9559,Two pair
9560,One pair
9561,Full house
9562,Straight
9563,One pair
9564,One pair
9565,One pair
9566,Two pair
9567,One pair
9568,One pair
9569,Two pair
9570,One pair
9571,Flush
9572,High card
9573,One pair
9574,One pair
9575,Two pair
9576,Two pair
9577,Flush
9578,Two pair
9579,Two pair
9580,High card
9581,Three of a kind
9582,Two pair
9583,One pair
9584,Two pair
9585,One pair
9586,High card
9587,One pair
9588,One pair
9589,One pair
9590,Two pair
9591,Two pair
9592,Full house
9593,Two pair
9594,High card
9595,One pair
9596,One pair
9597,One pair
9598,Three of a kind
9599,One pair
9600,One pair
9601,High card
9602,One pair
9603,Two pair
9604,Two pair
9605,One pair
9606,High card
9607,Three of a kind
9608,One pair
9609,One pair
9610,One pair
9611,Two pair
9612,One pair
9613,One pair
9614,One pair
9615,Two pair
9616,One pair
9617,One pair
9618,Two pair
9619,Full house
9620,One pair
9621,Two pair
9622,One pair
9623,One pair
9624,Two pair
9625,High card
9626,Two pair
9627,One pair
9628,Flush
9629,Two pair
9630,One pair
9631,One pair
9632,One pair
9633,Two pair
9634,Two pair
9635,High card
9636,Two pair
9637,Full house
9638,One pair
9639,One pair
9640,One pair
9641,Two pair
9642,Two pair
9643,One pair
9644,Two pair
9645,One pair
9646,One pair
9647,Two pair
9648,One pair
9649,Two pair
9650,High card
9651,One pair
9652,Three of a kind
9653,One pair
9654,One pair
9655,High card
9656,One pair
9657,One pair
9658,One pair
9659,One pair
9660,One pair
9661,High card
9662,One pair
9663,One pair
9664,Straight
9665,One pair
9666,One pair
9667,Two pair
9668,One pair
9669,One pair
9670,Straight
9671,One pair
9672,High card
9673,High card
9674,One pair
9675,High card
9676,Three of a kind
9677,Two pair
9678,Three of a kind
9679,One pair
9680,Two pair
9681,One pair
9682,Two pair
9683,One pair
9684,One pair
9685,One pair
9686,One pair
9687,One pair
9688,Two pair
9689,Two pair
9690,One pair
9691,Three of a kind
9692,High card
9693,Two pair
9694,Two pair
9695,High card
9696,Two pair
9697,Two pair
9698,One pair
9699,One pair
9700,Two pair
9701,Two pair
9702,Two pair
9703,High card
9704,One pair
9705,Three of a kind
9706,One pair
9707,High card
9708,One pair
9709,One pair
9710,One pair
9711,Two pair
9712,High card
9713,One pair
9714,High card
9715,One pair
9716,High card
9717,One pair
9718,High card
9719,Flush
9720,Two pair
9721,Three of a kind
9722,One pair
9723,One pair
9724,Two pair
9725,One pair
9726,Straight
9727,One pair
9728,High card
9729,One pair
9730,One pair
9731,Two pair
9732,One pair
9733,One pair
9734,Two pair
9735,Two pair
9736,Two pair
9737,Three of a kind
9738,One pair
9739,One pair
9740,Three of a kind
9741,One pair
9742,High card
9743,Two pair
9744,One pair
9745,One pair
9746,One pair
9747,One pair
9748,Two pair
9749,High card
9750,High card
9751,Two pair
9752,One pair
9753,Two pair
9754,One pair
9755,One pair
9756,One pair
9757,One pair
9758,High card
9759,One pair
9760,One pair
9761,One pair
9762,Two pair
9763,Full house
9764,One pair
9765,Three of a kind
9766,High card
9767,One pair
9768,One pair
9769,One pair
9770,Three of a kind
9771,One pair
9772,One pair
9773,One pair
9774,One pair
9775,Straight
9776,Full house
9777,One pair
9778,Full house
9779,One pair
9780,Straight
9781,High card
9782,One pair
9783,One pair
9784,One pair
9785,Three of a kind
9786,One pair
9787,High card
9788,One pair
9789,Two pair
9790,One pair
9791,Two pair
9792,Straight
9793,One pair
9794,One pair
9795,High card
9796,Two pair
9797,High card
9798,Two pair
9799,High card
9800,Two pair
9801,One pair
9802,Full house
9803,Three of a kind
9804,Two pair
9805,One pair
9806,One pair
9807,Straight
9808,One pair
9809,One pair
9810,Two pair
9811,High card
9812,One pair
9813,Three of a kind
9814,One pair
9815,One pair
9816,Four of a kind
9817,Full house
9818,One pair
9819,Two pair
